# gunzip -c ./align/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py ../../../kaldi/eval_pron_v3/model/word_unit/lang/ 
# Started at Wed Jan 17 12:39:02 KST 2018
#
At utterance begin, sil accounts for 100.0% of phone occurrences, with duration (median, mean, 95-percentile) is (32,38.3,54) frames.
Overall, R_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,9) frames.
Overall, V_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,8) frames.
Overall, AH_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.7,6) frames.
Overall, D_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,5.9,9) frames.
Overall, IY_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.3,15) frames.
Overall, F_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.1,12) frames.
Overall, G_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,9) frames.
Overall, K_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.3,11) frames.
Overall, P_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.0,13) frames.
Overall, P_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.6,10) frames.
Overall, UH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.0,5) frames.
Overall, B_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,4.8,5) frames.
Overall, EY_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,17.6,29) frames.
Overall, K_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.6,14) frames.
Overall, SH_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,11.9,13) frames.
Overall, TH_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,8.8,11) frames.
The optional-silence phone sil occupies 29.5% of frames overall 
Limiting the stats to the 94.0% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 25.0% of frames.
Assuming 100 frames per second, the alignments represent 0.0 hours of data, or 0.0 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 4.2% of utterance-internal phones, with duration (median, mean, 95-percentile) = (34,57.8,166)
# Accounting: time=0 threads=1
# Ended (code 0) at Wed Jan 17 12:39:02 KST 2018, elapsed time 0 seconds
